arg_id,comment_id,argument,cluster_l1,cluster_l2,is_centroid,micro_cluster_id,micro_cluster_size,centroid_arg_id,source,url,original_count,duplicate_group_id
A176_2,176,高温ガス炉の技術的課題はほとんど解決済みであり、実証運転実績が不足しているだけである。,1_5,2_36,true,910,1,A176_2,dhtool2025/full-complete-compressed,,1,group-176
A176_3,176,政府が革新軽水炉を推進する理由は、既存産業からの利益誘導が意思決定をゆがませている可能性がある。,1_5,2_36,true,1144,1,A176_3,dhtool2025/full-complete-compressed,,1,group-176
A176_4,176,国民の利益や税金の有効活用を考えると、高温ガス炉の開発と推進が最優先されるべきである。,1_5,2_36,true,1145,1,A176_4,dhtool2025/full-complete-compressed,,1,group-176
A176_5,176,高温ガス炉の安全性とコストパフォーマンスが優れているにもかかわらず、革新軽水炉の推進が優先される理由を説明すべきである。,1_5,2_36,false,1141,2,A176_1,dhtool2025/full-complete-compressed,,1,group-176
A177_0,177,各原発で定められている避難計画は非現実的である。,1_6,2_27,false,193,2,A143_4,dhtool2025/full-complete-compressed,,1,group-177
A177_1,177,運転開始から40年が経った老朽原発の稼働期間の延長は事故の危険性を高める。,1_8,2_41,false,355,2,A143_5,dhtool2025/full-complete-compressed,,1,group-177
A177_2,177,「第7次基本計画（原案）」の方針転換は問題であり、原発への依存度を低減すべき。,1_7,2_11,false,1064,2,A136_3,dhtool2025/full-complete-compressed,,1,group-177
A177_6,177,「第7次エネルギー基本計画」では脱原発を明確に示し、再生可能エネルギー100パーセントを目指すべき。,1_7,2_11,true,1069,3,A177_6,dhtool2025/full-complete-compressed,,1,group-177
A178_0,178,福島原発事故の後処理が解決しておらず、廃炉についての見通しも立たない状況で、なぜ原子力活用になるのか理解できない。,1_6,2_19,true,147,1,A178_0,dhtool2025/full-complete-compressed,,1,group-178
A178_1,178,他の国々が原発再開したからといって、日本も再開するのは福島の事故の反省が感じられず、根拠にならない。,1_6,2_1,true,156,1,A178_1,dhtool2025/full-complete-compressed,,1,group-178
A178_2,178,福島原発事故を経験した日本は、脱原発でのエネルギー計画を立案すべきである。,1_6,2_29,true,1249,1,A178_2,dhtool2025/full-complete-compressed,,1,group-178
A179_0,179,放射能廃棄物の確実な処理方法が確立していない中で原子力発電の依存率を上げることは将来に対して重大な禍根を残す。,1_6,2_49,true,344,1,A179_0,dhtool2025/full-complete-compressed,,1,group-179
A179_1,179,地震や火山の多い日本での原子力発電の安全性には疑問があり、事故対策も不十分である。,1_6,2_50,true,34,1,A179_1,dhtool2025/full-complete-compressed,,1,group-179
A179_2,179,原子力発電「０」を目指す政策立案や廃棄物処理の研究実践が急務であり、これ以上の原子力発電の依存には反対である。,1_5,2_62,true,438,1,A179_2,dhtool2025/full-complete-compressed,,1,group-179
A179_3,179,炭酸ガス削減のためには再生可能発電の方策を充実させるべきであり、自然と共存できる政策立案が必要である。,1_1,2_25,true,1379,1,A179_3,dhtool2025/full-complete-compressed,,1,group-179
A179_4,179,自然条件や動植物の状況を考慮しない太陽光発電や風力発電は許可すべきではない。,1_4,2_22,true,1121,1,A179_4,dhtool2025/full-complete-compressed,,1,group-179
A179_5,179,太陽光発電は住宅の屋根などを活用し、蓄電池と組み合わせて安定供給を推進すべきである。,1_4,2_22,true,1136,1,A179_5,dhtool2025/full-complete-compressed,,1,group-179
A179_6,179,原子力発電に振り向ける予算を再生可能エネルギー政策に活用すべきである。,1_4,2_0,false,506,3,A449_4,dhtool2025/full-complete-compressed,,1,group-179
A180_0,180,原子力の脱炭素効果は高くなく、ウラン採掘や廃炉などで二酸化炭素を排出するため、原子力を最大限活用することは問題がある。,1_5,2_62,false,493,2,A7_0,dhtool2025/full-complete-compressed,,1,group-180
A180_1,180,原子力を維持することで再生可能エネルギーへの予算が削られ、両立は無理である。,1_4,2_0,true,532,1,A180_1,dhtool2025/full-complete-compressed,,1,group-180
A180_2,180,放射性物質は国民の健康を害し、廃炉や核廃棄物の処理には長い年月と労力がかかる。,1_6,2_6,true,341,1,A180_2,dhtool2025/full-complete-compressed,,1,group-180
A180_3,180,安全と健康に悪影響を与えるものを認めることはできず、政府は福島原発事故の教訓を無視して経済性を優先しているように見える。,1_6,2_29,true,455,1,A180_3,dhtool2025/full-complete-compressed,,1,group-180
A181_0,181,原発を最大限活用することには賛成できない。,1_5,2_30,true,497,1,A181_0,dhtool2025/full-complete-compressed,,1,group-181
A181_1,181,フクイチへの反省と教訓を無視することはあり得ない。,1_6,2_1,true,793,1,A181_1,dhtool2025/full-complete-compressed,,1,group-181
A181_2,181,事故の責任を誰も取らず、後始末の目処もついていない現実を無視すべきではない。,1_6,2_1,true,207,1,A181_2,dhtool2025/full-complete-compressed,,1,group-181
A181_3,181,原発は論理的科学的判断として非常に不合理である。,1_8,2_41,true,296,1,A181_3,dhtool2025/full-complete-compressed,,1,group-181
A181_4,181,節電、省エネ、再生可能エネルギーに全力で取り組むべきであり、原発回帰に誤誘導するのは悪質である。,1_4,2_0,true,509,1,A181_4,dhtool2025/full-complete-compressed,,1,group-181
A181_5,181,気候変動に原発は寄与せず、放射性物質の悪影響が深刻である。,1_6,2_31,true,162,1,A181_5,dhtool2025/full-complete-compressed,,1,group-181
A181_6,181,エネルギー政策の基本視点（S＋3E）に原発は適合しない。,1_1,2_63,false,1303,2,A103_0,dhtool2025/full-complete-compressed,,1,group-181
A181_7,181,原発は安全でなく、安定供給しない。,1_5,2_52,false,64,2,A96_4,dhtool2025/full-complete-compressed,,1,group-181
A181_8,181,経済効率性が悪く、廃炉や事故処理費用は無限大である。,1_5,2_24,true,728,1,A181_8,dhtool2025/full-complete-compressed,,1,group-181
A181_9,181,環境にも悪影響を及ぼし、原発のメリットは何ひとつない。,1_6,2_31,true,163,1,A181_9,dhtool2025/full-complete-compressed,,1,group-181
A181_10,181,使用済み燃料問題が深刻であり、全原発の稼働は取りやめるべきである。,1_5,2_33,true,366,1,A181_10,dhtool2025/full-complete-compressed,,1,group-181
A181_11,181,木材の活用については放射能汚染を調べるべきであり、汚染された木材やバイオマスの利用は避けるべきである。,1_6,2_6,true,684,1,A181_11,dhtool2025/full-complete-compressed,,1,group-181
A181_12,181,原発の現場で働く労働者の被曝問題は深刻であり、非人道的なエネルギーである。,1_8,2_46,true,176,1,A181_12,dhtool2025/full-complete-compressed,,1,group-181
A181_13,181,人権を考えるなら、原発はあってはならない。,1_8,2_7,true,456,1,A181_13,dhtool2025/full-complete-compressed,,1,group-181
A181_14,181,一刻も早く脱原発の方針を打ち出すべきである。,1_4,2_13,true,505,1,A181_14,dhtool2025/full-complete-compressed,,1,group-181
A182_0,182,審議会での議論や意思決定に、若い世代を含む多様な立場の専門家や環境団体、市民が参加できるようにすべき,1_7,2_16,false,556,4,A300_2,dhtool2025/full-complete-compressed,,1,group-182
A182_0,237,審議会での議論や意思決定に、若い世代を含む多様な立場の専門家や環境団体、市民が参加できるようにすべき,1_7,2_16,false,556,4,A300_2,dhtool2025/full-complete-compressed,,1,group-237
A182_1,182,民主的で透明なプロセスによる「国民的議論」を行うべき,1_7,2_54,false,547,4,A126_3,dhtool2025/full-complete-compressed,,1,group-182
A182_1,237,民主的で透明なプロセスによる「国民的議論」を行うべき,1_7,2_54,false,547,4,A126_3,dhtool2025/full-complete-compressed,,1,group-237
A182_2,182,「2035年までに温室効果ガス60%削減(2013年比)」では不十分で、70～80%削減の野心的な目標を掲げるべき,1_1,2_12,true,798,5,A182_2,dhtool2025/full-complete-compressed,,1,group-182
A182_3,182,「原発依存度の低減」を維持すべき,1_4,2_13,true,416,3,A182_3,dhtool2025/full-complete-compressed,,1,group-182
A182_4,182,地震の多い日本での原発の安全対策が不十分なまま「最大限活用」はありえない,1_6,2_50,false,24,2,A116_2,dhtool2025/full-complete-compressed,,1,group-182
A182_5,182,気候変動対策として、化石燃料からできる限り早く脱却すべき,1_2,2_43,false,870,2,A97_0,dhtool2025/full-complete-compressed,,1,group-182
A182_6,182,ゼロエミ火力は高コストで実用化まで時間がかかりすぎるため、再エネや省エネに投資すべき,1_4,2_9,true,1146,3,A182_6,dhtool2025/full-complete-compressed,,1,group-182
A182_8,182,省エネを進めるため、建物の断熱基準を強化すべき,1_1,2_53,true,815,3,A182_8,dhtool2025/full-complete-compressed,,1,group-182
A183_0,183,太陽光発電の目標を23～29%とするのは高すぎると考える。,1_4,2_22,true,1123,1,A183_0,dhtool2025/full-complete-compressed,,1,group-183
A183_1,183,現状の太陽光発電の導入量は他国に比べて大きく、これ以上の設置可能場所や国土利用の適切性について慎重に考えるべきである。,1_4,2_22,true,1125,1,A183_1,dhtool2025/full-complete-compressed,,1,group-183
A183_2,183,現状の1.5倍、14%程度で十分であり、最大29%は国土に与える影響を考慮すると途方もない設置量である。,1_4,2_22,true,693,1,A183_2,dhtool2025/full-complete-compressed,,1,group-183
A183_3,183,太陽光発電は他電源に比べて発電コストの優位性が特にないため、主力電源に位置づけるのには慎重になるべきである。,1_4,2_22,true,1126,1,A183_3,dhtool2025/full-complete-compressed,,1,group-183
A183_4,183,太陽光パネルの生産を中国に依存していることやリサイクルの課題から、国民の理解醸成が必須である。,1_4,2_22,true,1112,1,A183_4,dhtool2025/full-complete-compressed,,1,group-183
A183_5,183,再エネの比率減少については、火力を3～4割ではなく5割程度までの幅を持つべきである。,1_4,2_9,true,1195,1,A183_5,dhtool2025/full-complete-compressed,,1,group-183
A183_6,183,輸入エネルギー依存の課題はあるが、全体の半分というターゲットは意義がある。,1_4,2_14,true,1341,1,A183_6,dhtool2025/full-complete-compressed,,1,group-183
A183_7,183,米国・豪州などのエネルギー生産国との戦略的関係を考慮すると、日本の選択肢として妥当である。,1_3,2_4,true,1328,1,A183_7,dhtool2025/full-complete-compressed,,1,group-183
A184_0,184,原子力発電には常に危険と不安が伴い、福島第一原発の処理が進まない中で原発依存を固定化または推進する第7次基本計画は問題である。,1_7,2_11,true,1063,1,A184_0,dhtool2025/full-complete-compressed,,1,group-184
A184_1,184,原子力ムラ優先の政策を進めるのではなく、核ゴミの処理・処分が未定のまま進めることは将来にツケを残す原発政策であり、大幅な再考が求められる。,1_8,2_55,true,436,1,A184_1,dhtool2025/full-complete-compressed,,1,group-184
A185_0,185,エネルギー政策は産業構造や産業立地に関する政策と一体で展開する必要がある。,1_1,2_25,true,1312,1,A185_0,dhtool2025/full-complete-compressed,,1,group-185
A185_1,185,データセンターを「ネットゼロエネルギービル」にすることを誘導・奨励し、DXやGXを進めつつ電力需要を抑制すべき。,1_1,2_25,true,1203,1,A185_1,dhtool2025/full-complete-compressed,,1,group-185
A185_2,185,人口減少を考慮し、電力需要の増加見通しが妥当かどうか検証すべき。,1_4,2_0,true,1200,1,A185_2,dhtool2025/full-complete-compressed,,1,group-185
A186_0,186,エネ基から「原発依存度の低減」を削除したことは大きな問題である。,1_4,2_13,false,411,2,A192_1,dhtool2025/full-complete-compressed,,1,group-186
A186_1,186,原子力発電からの脱却を進める方針を明確に記載すべきである。,1_4,2_13,true,544,1,A186_1,dhtool2025/full-complete-compressed,,1,group-186
A187_0,187,再生可能エネルギーの「最優先の原則」を削除した点は問題である。,1_4,2_32,true,1087,2,A187_0,dhtool2025/full-complete-compressed,,1,group-187
A187_1,187,再エネを「最優先」と位置付け、2040年までに電力構成を100％に近づける方向性を示すべきである。,1_1,2_51,true,1301,2,A187_1,dhtool2025/full-complete-compressed,,1,group-187
A188_0,188,石炭火力発電は2030年までに全廃する計画を明記すべきであり、遅くとも2030年前半までの脱石炭を目指す必要がある。,1_2,2_42,false,971,4,A193_0,dhtool2025/full-complete-compressed,,1,group-188
A188_1,188,日本は再生可能エネルギーを積極的に拡大することで、CO2排出のないクリーンな電力を供給し、エネルギー自給率を向上させることが可能である。,1_4,2_14,true,1382,1,A188_1,dhtool2025/full-complete-compressed,,1,group-188
A188_2,188,再生可能エネルギーの導入はエネルギー安全保障、経済効率性、環境適合性、安全性の実現に寄与し、地域活性化や雇用創出にもつながる。,1_4,2_32,false,1085,2,A107_1,dhtool2025/full-complete-compressed,,1,group-188
A188_3,188,国際合意やG7での約束に基づき、化石燃料からの脱却や2030年代前半までの石炭火力廃止を日本のエネルギー基本計画に反映させることが不可欠である。,1_2,2_42,true,974,3,A188_3,dhtool2025/full-complete-compressed,,1,group-188
A188_4,188,政府は持続可能なエネルギー政策への転換を速やかに進めるべきである。,1_1,2_25,true,1370,1,A188_4,dhtool2025/full-complete-compressed,,1,group-188
A189_0,189,再エネ100％を目指す過程で既存のLNG火力発電施設を一定活用することは現実的である,1_2,2_37,true,964,1,A189_0,dhtool2025/full-complete-compressed,,1,group-189
A189_1,189,新規のLNG火力発電施設の建設は進めるべきではない,1_2,2_37,true,961,1,A189_1,dhtool2025/full-complete-compressed,,1,group-189
A189_2,189,段階的にLNG火力発電を廃止することを目指すべきである,1_2,2_37,true,963,2,A189_2,dhtool2025/full-complete-compressed,,1,group-189
A190_0,190,水素やアンモニアはコストが非常に高いため、既存の火力発電所の燃料として利用すべきではない。,1_2,2_21,true,866,2,A190_0,dhtool2025/full-complete-compressed,,1,group-190
A190_1,190,国民負担を増大させる値差支援の仕組みは廃止すべきである。,1_8,2_35,true,597,1,A190_1,dhtool2025/full-complete-compressed,,1,group-190
A191_0,191,CCS（炭素回収・貯留）のような実用化されていない技術に過剰な期待を寄せるべきではない,1_2,2_59,true,905,1,A191_0,dhtool2025/full-complete-compressed,,1,group-191
A191_1,191,火力発電を継続する方針は避けるべきである,1_5,2_30,true,545,1,A191_1,dhtool2025/full-complete-compressed,,1,group-191
A192_0,192,燃やして発電に使ってはならない。水素を燃料電池の原理で発電すべき。,1_3,2_4,true,1040,1,A192_0,dhtool2025/full-complete-compressed,,1,group-192
A192_1,192,第6次エネ基に記載された「原発依存度の低減」を削除していることは問題であり、原発からの脱却を進めることを記載すべき。,1_4,2_13,true,411,2,A192_1,dhtool2025/full-complete-compressed,,1,group-192
A192_2,192,第6次エネ基に記載された再エネの「最優先の原則」を削除したことは問題であり、再エネは「最優先」として2040年までに電力構成の100%に近づける方向性を示すべき。,1_1,2_51,false,1301,2,A187_1,dhtool2025/full-complete-compressed,,1,group-192
A193_0,193,石炭火力は2030年までに全廃すべきであり、遅くとも2030年前半までに脱石炭を示すべきである。,1_2,2_42,true,971,4,A193_0,dhtool2025/full-complete-compressed,,1,group-193
A193_1,193,LNG火力は新規建設を進めるべきではなく、段階的廃止を目指すべきである。,1_2,2_37,false,963,2,A189_2,dhtool2025/full-complete-compressed,,1,group-193
A193_2,193,水素・アンモニアはコストが高く、既存の火力発電所の燃料として利用すべきではない。,1_2,2_21,false,866,2,A190_0,dhtool2025/full-complete-compressed,,1,group-193
A193_3,193,水素やアンモニアのコストが高いことを前提にした国民負担での値差支援のしくみは廃止すべきである。,1_2,2_21,true,598,1,A193_3,dhtool2025/full-complete-compressed,,1,group-193
A193_4,193,CCSなど実用化されていない技術に期待をかけて火力を動かし続けるべきではない。,1_5,2_62,true,906,1,A193_4,dhtool2025/full-complete-compressed,,1,group-193
A193_5,193,再生可能エネルギーの導入を最大限に進めるべきであり、再生可能エネルギー電力を十分に導入した上でグリーン水素の利用拡大を行うべきである。,1_4,2_32,true,1377,1,A193_5,dhtool2025/full-complete-compressed,,1,group-193
A193_6,193,アジア諸国の脱炭素化を支援するための技術輸出は、むしろ排出を増加させる可能性がある。,1_2,2_17,true,941,1,A193_6,dhtool2025/full-complete-compressed,,1,group-193
A193_7,193,原子力の活用には反対であり、原発の運転期間延長は安全上のリスクを高める。,1_8,2_23,true,76,1,A193_7,dhtool2025/full-complete-compressed,,1,group-193
A193_8,193,再エネの導入が抑制されることを懸念している。,1_1,2_25,true,1283,1,A193_8,dhtool2025/full-complete-compressed,,1,group-193
A193_9,193,化石燃料の輸入は日本の貿易収支を悪化させており、再生可能エネルギーに早急に置き換えるべきである。,1_2,2_17,false,879,2,A97_2,dhtool2025/full-complete-compressed,,1,group-193
A194_0,194,理由は重要な要素であり、物事の理解や判断に影響を与える。,1_8,2_2,true,768,1,A194_0,dhtool2025/full-complete-compressed,,1,group-194
A195_0,195,化石エネルギーへの過度な依存からの脱却を目指す方針は、温暖化防止に向けた脱炭素方針に矛盾しているため、基本計画は再検討されるべきである。,1_2,2_43,true,948,1,A195_0,dhtool2025/full-complete-compressed,,1,group-195
A195_1,195,再生可能エネルギーと原子力をともに最大限活用するという考え方は、福島事故を踏まえた原発を低減する方針を覆すものであり、その変更理由が不明なため、国民の意見を無視した一方的な方針転換として批判されるべきである。,1_8,2_55,true,453,1,A195_1,dhtool2025/full-complete-compressed,,1,group-195
A195_2,195,基本計画は破棄され、再生可能エネルギーの最大限の活用に焦点を当てた新たな基本計画が策定されるべきである。,1_7,2_11,true,1266,1,A195_2,dhtool2025/full-complete-compressed,,1,group-195
A195_3,195,再生可能エネルギーの比率を80~100%に引き上げることは現実的であり、AI技術や蓄電池の開発を進めることで実現可能である。,1_4,2_32,false,1106,3,A115_5,dhtool2025/full-complete-compressed,,1,group-195
A195_4,195,原子力や化石燃料企業への投資を停止し、再生可能エネルギーへの支援を強化すれば、持続可能なエネルギー社会への道が開かれる。,1_4,2_44,true,1365,1,A195_4,dhtool2025/full-complete-compressed,,1,group-195
A195_5,195,第7次エネルギー基本計画は破棄され、新たに再生可能エネルギーを中心とした計画を策定することが強く求められる。,1_7,2_11,true,1070,4,A195_5,dhtool2025/full-complete-compressed,,1,group-195
A196_0,196,福島第一原発事故以降、原発は危険であり、発電の縮小が決まったにもかかわらず復活するのは知識のない人々の決定である。,1_6,2_29,true,119,1,A196_0,dhtool2025/full-complete-compressed,,1,group-196
A196_1,196,再生可能エネルギーの普及が進まないのは、原発がその妨げになっているからである。,1_4,2_20,true,1103,1,A196_1,dhtool2025/full-complete-compressed,,1,group-196
A196_2,196,原発避難者の問題解決や放射性廃棄物の処理方法が決まっておらず、放射能の管理が1万年も続くことは不可能である。,1_6,2_6,true,349,1,A196_2,dhtool2025/full-complete-compressed,,1,group-196
A196_3,196,エネルギー基本計画や温暖化対策計画の審議会には原発推進派が多く、委員の偏りが問題である。,1_7,2_16,false,1281,2,A80_0,dhtool2025/full-complete-compressed,,1,group-196
A196_4,196,気候変動の影響を受ける若者や多様な立場の専門家を策定プロセスに加える必要がある。,1_7,2_16,false,552,2,A80_2,dhtool2025/full-complete-compressed,,1,group-196
A197_0,197,市民の参加は意見箱やパブコメに限られている現状を改善すべき,1_7,2_16,false,548,3,A80_3,dhtool2025/full-complete-compressed,,1,group-197
A197_1,197,エネルギーや気候変動対策についての計画を国民にわかりやすく伝え、民主的で透明性の高い議論を行うべき,1_7,2_54,false,1267,2,A80_4,dhtool2025/full-complete-compressed,,1,group-197
A198_0,198,今回のエネルギー基本計画には、省エネについての記述がほとんど見当たらない。,1_7,2_47,true,1252,1,A198_0,dhtool2025/full-complete-compressed,,1,group-198
A198_1,198,原発再稼働ありきの論から脱却し、人口減少している我が国は総発電量を減らすべきだ。,1_4,2_13,true,479,1,A198_1,dhtool2025/full-complete-compressed,,1,group-198
A198_2,198,総発電量を減らしても産業界や生活者が困らないように、徹底した省エネ・創エネ・蓄エネ・再エネを推進すべき。,1_4,2_0,true,1198,1,A198_2,dhtool2025/full-complete-compressed,,1,group-198
A199_0,199,原発再稼働・新設方針の責任者は誰かを明確にすべきである。,1_8,2_46,true,465,1,A199_0,dhtool2025/full-complete-compressed,,1,group-199
A199_1,199,地震大国で事故が起こった場合、方針決定者が責任を取るのか、電力会社の社長が責任を取るのかを明確にすべきである。,1_6,2_27,true,213,1,A199_1,dhtool2025/full-complete-compressed,,1,group-199
A200_0,200,経済成長よりもエネルギー需要削減を優先すべきである。,1_1,2_25,true,611,1,A200_0,dhtool2025/full-complete-compressed,,1,group-200
A200_1,200,原発の依存に反対である。,1_8,2_7,false,219,3,A156_0,dhtool2025/full-complete-compressed,,1,group-200
A200_2,200,日本は過剰なサービスの提供に多くのエネルギーを費やしており、環境の悪化につながっている。,1_2,2_17,true,615,1,A200_2,dhtool2025/full-complete-compressed,,1,group-200
A200_3,200,原発は事故のリスクが高く、再稼働やプルサーマルの稼働は安全余裕が低下する。,1_6,2_57,true,73,1,A200_3,dhtool2025/full-complete-compressed,,1,group-200
A200_4,200,事故が起こった場合、政府や電力会社が汚染や被曝を隠蔽する可能性がある。,1_6,2_31,true,215,1,A200_4,dhtool2025/full-complete-compressed,,1,group-200
A200_5,200,原発のリスクは地方部や過疎部の住民に不公平に負担を強いるものである。,1_6,2_27,true,174,1,A200_5,dhtool2025/full-complete-compressed,,1,group-200
A201_0,201,核のゴミの危険性を未来の世代に押し付けることは正当ではない,1_6,2_49,true,316,1,A201_0,dhtool2025/full-complete-compressed,,1,group-201
A201_1,201,クリーンでない原子力に依存することには賛成できない,1_5,2_36,true,514,1,A201_1,dhtool2025/full-complete-compressed,,1,group-201
A201_2,201,電力需要を削減する前提で原発を活用することには反対,1_5,2_62,true,478,1,A201_2,dhtool2025/full-complete-compressed,,1,group-201
A201_3,201,政府はクリーンなエネルギーで持続可能な社会を構築すべき,1_4,2_44,true,1371,1,A201_3,dhtool2025/full-complete-compressed,,1,group-201
A201_4,201,被爆国の科学者が原発を推進することに疑問を抱く,1_8,2_7,true,11,1,A201_4,dhtool2025/full-complete-compressed,,1,group-201
A201_5,201,過去の過ちを忘れたかのような言動は許されない,1_6,2_1,true,794,1,A201_5,dhtool2025/full-complete-compressed,,1,group-201
A201_6,201,第7次基本計画(案)に反対,1_7,2_47,true,1058,1,A201_6,dhtool2025/full-complete-compressed,,1,group-201
A202_0,202,今回のエネルギー計画案は福島第一原発事故による教訓を忘却した原子力推進施策であり、強く反対する。,1_6,2_29,true,1247,1,A202_0,dhtool2025/full-complete-compressed,,1,group-202
A202_1,202,新型原子炉の開発・稼働を目論むことには驚きを感じる。,1_4,2_39,true,1165,1,A202_1,dhtool2025/full-complete-compressed,,1,group-202
A202_2,202,人類は核エネルギーを取り扱えないという警告に耳を傾けるべきである。,1_5,2_30,true,461,1,A202_2,dhtool2025/full-complete-compressed,,1,group-202
A203_0,203,原発依存度の低減は堅持すべきであり、再生可能エネルギーのさらなる活用が求められる。,1_4,2_13,false,412,3,A354_0,dhtool2025/full-complete-compressed,,1,group-203
A203_1,203,第7次エネルギー基本計画(案)では次世代革新炉の開発・設置を推進すべきである。,1_7,2_11,true,1071,1,A203_1,dhtool2025/full-complete-compressed,,1,group-203
A204_0,204,日本列島は地震や火山噴火が頻発するため、原発とは共存できない。,1_6,2_50,true,18,1,A204_0,dhtool2025/full-complete-compressed,,1,group-204
A204_1,204,原発は放射性廃棄物の処分方法が確立されておらず、問題がある。,1_6,2_6,false,352,2,A39_4,dhtool2025/full-complete-compressed,,1,group-204
A204_2,204,第7次エネルギー基本計画では、原発の取扱いについて従来の方針を引き継ぐよう求める。,1_7,2_11,false,1070,4,A195_5,dhtool2025/full-complete-compressed,,1,group-204
A205_0,205,余った電気で作成するのが水素、アンモニアであり、それを燃やすのは誤りで、燃料電池として電気を作るべきである。,1_3,2_4,true,1041,1,A205_0,dhtool2025/full-complete-compressed,,1,group-205
A205_1,205,水素を燃やすのは、飛行機や製鉄などに限定すべきである。,1_3,2_4,true,1031,1,A205_1,dhtool2025/full-complete-compressed,,1,group-205
A206_0,206,地震は必ずまた来るので、原発は廃炉にしていくべきである。,1_8,2_41,true,26,1,A206_0,dhtool2025/full-complete-compressed,,1,group-206
A206_1,206,新設や増設は狂った所業であり、その費用は国民から取られるべきではない。,1_8,2_35,true,595,1,A206_1,dhtool2025/full-complete-compressed,,1,group-206
A206_2,206,官僚や政治家が原発に加担する理由は金銭的な利益である。,1_8,2_35,true,469,1,A206_2,dhtool2025/full-complete-compressed,,1,group-206
A206_3,206,国民は勉強し、意見を言うべきである。,1_7,2_45,true,583,1,A206_3,dhtool2025/full-complete-compressed,,1,group-206
A206_4,206,原発は脅威であり、他国から攻撃される可能性がある。,1_8,2_23,true,61,1,A206_4,dhtool2025/full-complete-compressed,,1,group-206
A206_5,206,原発を可動式にすることは現実的ではない。,1_8,2_61,true,375,1,A206_5,dhtool2025/full-complete-compressed,,1,group-206
A206_6,206,日本で核を作るために原発を残しているのではないか。,1_5,2_5,true,45,1,A206_6,dhtool2025/full-complete-compressed,,1,group-206
A206_7,206,原発は国家保有にして、電力会社の不良債権にせず廃炉にすべきである。,1_8,2_15,true,467,1,A206_7,dhtool2025/full-complete-compressed,,1,group-206
A206_8,206,電力が足りないなら、地熱を利用すべきである。,1_4,2_60,true,1230,1,A206_8,dhtool2025/full-complete-compressed,,1,group-206
A206_9,206,地下資源が枯渇しないようにするために、アイスランドの視察を行うべきである。,1_4,2_14,true,690,1,A206_9,dhtool2025/full-complete-compressed,,1,group-206
A206_10,206,この法案は廃案にすべきである。,1_7,2_48,true,747,1,A206_10,dhtool2025/full-complete-compressed,,1,group-206
A207_0,207,S+3Eは再エネ100%で完全達成できるべきである。,1_1,2_51,true,1307,1,A207_0,dhtool2025/full-complete-compressed,,1,group-207
A207_1,207,原発や火力（石油・天然ガス、石炭、アンモニア、水素）は使わず、大胆に削減することが目標である。,1_4,2_13,true,1384,1,A207_1,dhtool2025/full-complete-compressed,,1,group-207
A207_2,207,今回の基本計画通りに進むことを願っている。,1_7,2_47,true,753,1,A207_2,dhtool2025/full-complete-compressed,,1,group-207
A208_0,208,国は原子力発電やその廃棄物の問題について積極的に進めるべき,1_6,2_49,true,324,1,A208_0,dhtool2025/full-complete-compressed,,1,group-208
A208_1,208,エネルギーの安定供給は日本の経済成長に必要不可欠である,1_4,2_14,false,1347,2,A137_1,dhtool2025/full-complete-compressed,,1,group-208
A208_2,208,若い人たちが日本の将来を担えるように国が政策を進めるべき,1_1,2_18,true,669,1,A208_2,dhtool2025/full-complete-compressed,,1,group-208
A209_0,209,化石燃料の輸入は外貨の無駄遣いである。,1_2,2_17,true,888,1,A209_0,dhtool2025/full-complete-compressed,,1,group-209
A209_1,209,再エネ100%とすべきである。,1_1,2_51,true,1297,2,A209_1,dhtool2025/full-complete-compressed,,1,group-209
A210_0,210,火力のみに慣性力・同期化力を期待するのは古い。,1_5,2_62,true,1207,1,A210_0,dhtool2025/full-complete-compressed,,1,group-210
A210_1,210,今後、優れたインバータとネットワークで同様のことができる。,1_4,2_9,true,1190,1,A210_1,dhtool2025/full-complete-compressed,,1,group-210
A210_2,210,火力は全廃すべき。,1_8,2_15,true,993,1,A210_2,dhtool2025/full-complete-compressed,,1,group-210
A211_0,211,NDCの未達の保険に化石燃料の使用を想定することは間違いである。,1_2,2_17,true,893,1,A211_0,dhtool2025/full-complete-compressed,,1,group-211
A211_1,211,気候変動は待ったなしであり、人類文明の滅亡の危機感をもって化石燃料の使用を全廃し再エネ100%とすべき。,1_2,2_43,true,824,1,A211_1,dhtool2025/full-complete-compressed,,1,group-211
A212_0,212,日本の地下の状況から、日本ではCSS敵地はない。,1_5,2_5,true,791,1,A212_0,dhtool2025/full-complete-compressed,,1,group-212
A212_1,212,CSSを前提にすべきではない。,1_5,2_5,true,792,1,A212_1,dhtool2025/full-complete-compressed,,1,group-212
A212_2,212,再エネ100%を早急に実現すべき。,1_1,2_51,false,1297,2,A209_1,dhtool2025/full-complete-compressed,,1,group-212
A213_0,213,DX・GXの電力需要増加予測は、過大な見積もりである。,1_4,2_0,true,1204,1,A213_0,dhtool2025/full-complete-compressed,,1,group-213
A214_0,214,原子力利用には反対である。,1_5,2_30,false,223,4,A71_0,dhtool2025/full-complete-compressed,,1,group-214
A214_1,214,原子力のコストを欧米に比べて低く見積もりすぎている。,1_5,2_38,true,253,1,A214_1,dhtool2025/full-complete-compressed,,1,group-214
A214_2,214,危険な原発廃棄物の処理方法が決まっていないため、原発コストも算出不可能であり、経済的メリットはない。,1_5,2_24,true,285,1,A214_2,dhtool2025/full-complete-compressed,,1,group-214
